"downloaded","item_id","item_definition","category","8","9","11","12","13","14","15","16"
2023-12-01,736,"tranquille","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,737,"triste","descriptive_words",0,0,0,0,0.05,0,0,0
2023-12-01,738,"lent/e","descriptive_words",0,0,0,0,0.01,0,0,0
2023-12-01,739,"collant/e","descriptive_words",0,0,0,0,0.02,0,0,0
2023-12-01,740,"minuscule","descriptive_words",0,0,0,0,0,0.04,0,0
2023-12-01,741,"blanc/he","descriptive_words",0,0,0,0,0,0,0,0
2023-12-01,742,"venteux","descriptive_words",0,0,0,0,0,0,0,0
2023-12-01,743,"jaune","descriptive_words",0,0,0,0,0.02,0,0,0
2023-12-01,744,"coquin/e","descriptive_words",0,0,0,0,0.05,0.12,0,0
2023-12-01,745,"coincé","descriptive_words",0,0,0,0,0.02,0,0,0
2023-12-01,746,"finir recevoir","action_words",0,0,0,0,0,0.04,0,0
2023-12-01,747,"donner aller","action_words",0,0,0,0,0.1,0.25,0,0
2023-12-01,748,"construire","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,749,"acheter","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,750,"porter","action_words",0,0,0,0,0.02,0.04,0,0
2023-12-01,751,"attraper","action_words",0,0,0,0,0.02,0.12,0,0
2023-12-01,752,"courir après","action_words",0,0,0,0,0.02,0,0,0
2023-12-01,753,"faire bravo","action_words",0,0,0,0,0.2,0.46,0,0
2023-12-01,754,"sécher","action_words",0,0,0,0,0.02,0,0,0
2023-12-01,755,"déposer","action_words",0,0,0,0,0,0,0,0
2023-12-01,756,"trouver","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,757,"aller bien avec","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,758,"réparer","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,759,"détester","action_words",0,0,0,0,0,0,0,0
2023-12-01,760,"avoir","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,761,"entendre","action_words",0,0,0,0,0.06,0.08,0,0
2023-12-01,762,"cacher","action_words",0,0,0,0,0.07,0.33,0,0
2023-12-01,763,"tenir","action_words",0,0,0,0,0.06,0.17,0,0
2023-12-01,764,"couper","action_words",0,0,0,0,0.02,0,0,0
2023-12-01,765,"frapper à la porte","action_words",0,0,0,0,0.02,0.04,0,0
2023-12-01,766,"lécher","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,767,"aimer bien","action_words",0,0,0,0,0.01,0.04,0,0
2023-12-01,768,"écouter","action_words",0,0,0,0,0.07,0.17,0,0
2023-12-01,769,"faire","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,770,"ramasser","action_words",0,0,0,0,0.02,0.08,0,0
2023-12-01,771,"faire de la peinture","action_words",0,0,0,0,0,0,0,0
2023-12-01,772,"renverser","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,773,"verser","action_words",0,0,0,0,0,0,0,0
2023-12-01,774,"faire semblant","action_words",0,0,0,0,0,0.04,0,0
2023-12-01,775,"goutter","action_words",0,0,0,0,0.03,0.21,0,0
2023-12-01,776,"déchirer","action_words",0,0,0,0,0.02,0,0,0
2023-12-01,777,"secouer","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,778,"partager","action_words",0,0,0,0,0.01,0.04,0,0
2023-12-01,779,"s'asseoir","action_words",0,0,0,0,0.13,0.21,0,0
2023-12-01,780,"faire du patin","action_words",0,0,0,0,0,0,0,0
2023-12-01,781,"glisser","action_words",0,0,0,0,0,0,0,0
2023-12-01,782,"travailler","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,783,"souhaiter","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,784,"être debout","action_words",0,0,0,0,0.08,0.08,0,0
2023-12-01,785,"rester","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,786,"balayer","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,787,"parler","action_words",0,0,0,0,0.02,0,0,0
2023-12-01,788,"goûter","action_words",0,0,0,0,0.06,0.04,0,0
2023-12-01,789,"arracher","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,790,"penser","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,791,"attendre","action_words",0,0,0,0,0.03,0.12,0,0
2023-12-01,792,"se réveiller","action_words",0,0,0,0,0.02,0.04,0,0
2023-12-01,793,"couvrir","action_words",0,0,0,0,0.01,0,0,0
2023-12-01,794,"grimper","action_words",0,0,0,0,0.02,0.12,0,0
2023-12-01,795,"cuisiner","action_words",0,0,0,0,0.01,0,0,0
